PID	TID	Process	FD	Path	Device	Inode	Type	Mode	Changed	Modified	Accessed	Size
507	507	multipathd	8	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
507	507	multipathd	9	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
507	541	multipathd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
507	541	multipathd	1	socket:[10489]	0:8	10489	SOCK	srwxrwxrwx	-	-	-	0
507	541	multipathd	2	socket:[10489]	0:8	10489	SOCK	srwxrwxrwx	-	-	-	0
507	541	multipathd	3	socket:[4004]	0:8	4004	SOCK	srwxrwxrwx	-	-	-	0
507	541	multipathd	4	/run/multipathd.pid	0:25	596	REG	-rw-r--r--	2025-11-19 17:01:01.783012 UTC	2025-11-19 17:01:01.783012 UTC	2025-11-19 17:01:01.783012 UTC	3
507	541	multipathd	5	/dev/mapper/control	0:5	153	CHR	crw-------	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	0
507	541	multipathd	6	/dev/mapper/control	0:5	153	CHR	crw-------	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	0
507	541	multipathd	7	socket:[11700]	0:8	11700	SOCK	srwxrwxrwx	-	-	-	0
507	541	multipathd	8	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
507	541	multipathd	9	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
507	542	multipathd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
507	542	multipathd	1	socket:[10489]	0:8	10489	SOCK	srwxrwxrwx	-	-	-	0
507	542	multipathd	2	socket:[10489]	0:8	10489	SOCK	srwxrwxrwx	-	-	-	0
507	542	multipathd	3	socket:[4004]	0:8	4004	SOCK	srwxrwxrwx	-	-	-	0
507	542	multipathd	4	/run/multipathd.pid	0:25	596	REG	-rw-r--r--	2025-11-19 17:01:01.783012 UTC	2025-11-19 17:01:01.783012 UTC	2025-11-19 17:01:01.783012 UTC	3
507	542	multipathd	5	/dev/mapper/control	0:5	153	CHR	crw-------	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	0
507	542	multipathd	6	/dev/mapper/control	0:5	153	CHR	crw-------	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	0
507	542	multipathd	7	socket:[11700]	0:8	11700	SOCK	srwxrwxrwx	-	-	-	0
507	542	multipathd	8	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
507	542	multipathd	9	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
507	543	multipathd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
507	543	multipathd	1	socket:[10489]	0:8	10489	SOCK	srwxrwxrwx	-	-	-	0
507	543	multipathd	2	socket:[10489]	0:8	10489	SOCK	srwxrwxrwx	-	-	-	0
507	543	multipathd	3	socket:[4004]	0:8	4004	SOCK	srwxrwxrwx	-	-	-	0
507	543	multipathd	4	/run/multipathd.pid	0:25	596	REG	-rw-r--r--	2025-11-19 17:01:01.783012 UTC	2025-11-19 17:01:01.783012 UTC	2025-11-19 17:01:01.783012 UTC	3
507	543	multipathd	5	/dev/mapper/control	0:5	153	CHR	crw-------	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	0
507	543	multipathd	6	/dev/mapper/control	0:5	153	CHR	crw-------	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	0
507	543	multipathd	7	socket:[11700]	0:8	11700	SOCK	srwxrwxrwx	-	-	-	0
507	543	multipathd	8	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
507	543	multipathd	9	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
507	544	multipathd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
507	544	multipathd	1	socket:[10489]	0:8	10489	SOCK	srwxrwxrwx	-	-	-	0
507	544	multipathd	2	socket:[10489]	0:8	10489	SOCK	srwxrwxrwx	-	-	-	0
507	544	multipathd	3	socket:[4004]	0:8	4004	SOCK	srwxrwxrwx	-	-	-	0
507	544	multipathd	4	/run/multipathd.pid	0:25	596	REG	-rw-r--r--	2025-11-19 17:01:01.783012 UTC	2025-11-19 17:01:01.783012 UTC	2025-11-19 17:01:01.783012 UTC	3
507	544	multipathd	5	/dev/mapper/control	0:5	153	CHR	crw-------	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	0
507	544	multipathd	6	/dev/mapper/control	0:5	153	CHR	crw-------	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	0
507	544	multipathd	7	socket:[11700]	0:8	11700	SOCK	srwxrwxrwx	-	-	-	0
507	544	multipathd	8	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
507	544	multipathd	9	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
507	545	multipathd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
507	545	multipathd	1	socket:[10489]	0:8	10489	SOCK	srwxrwxrwx	-	-	-	0
507	545	multipathd	2	socket:[10489]	0:8	10489	SOCK	srwxrwxrwx	-	-	-	0
507	545	multipathd	3	socket:[4004]	0:8	4004	SOCK	srwxrwxrwx	-	-	-	0
507	545	multipathd	4	/run/multipathd.pid	0:25	596	REG	-rw-r--r--	2025-11-19 17:01:01.783012 UTC	2025-11-19 17:01:01.783012 UTC	2025-11-19 17:01:01.783012 UTC	3
507	545	multipathd	5	/dev/mapper/control	0:5	153	CHR	crw-------	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	0
507	545	multipathd	6	/dev/mapper/control	0:5	153	CHR	crw-------	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	0
507	545	multipathd	7	socket:[11700]	0:8	11700	SOCK	srwxrwxrwx	-	-	-	0
507	545	multipathd	8	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
507	545	multipathd	9	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
507	546	multipathd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
507	546	multipathd	1	socket:[10489]	0:8	10489	SOCK	srwxrwxrwx	-	-	-	0
507	546	multipathd	2	socket:[10489]	0:8	10489	SOCK	srwxrwxrwx	-	-	-	0
507	546	multipathd	3	socket:[4004]	0:8	4004	SOCK	srwxrwxrwx	-	-	-	0
507	546	multipathd	4	/run/multipathd.pid	0:25	596	REG	-rw-r--r--	2025-11-19 17:01:01.783012 UTC	2025-11-19 17:01:01.783012 UTC	2025-11-19 17:01:01.783012 UTC	3
507	546	multipathd	5	/dev/mapper/control	0:5	153	CHR	crw-------	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	0
507	546	multipathd	6	/dev/mapper/control	0:5	153	CHR	crw-------	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	2025-11-19 17:01:53.194830 UTC	0
507	546	multipathd	7	socket:[11700]	0:8	11700	SOCK	srwxrwxrwx	-	-	-	0
507	546	multipathd	8	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
507	546	multipathd	9	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
537	537	systemd-udevd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
537	537	systemd-udevd	1	socket:[12780]	0:8	12780	SOCK	srwxrwxrwx	-	-	-	0
537	537	systemd-udevd	2	socket:[12780]	0:8	12780	SOCK	srwxrwxrwx	-	-	-	0
537	537	systemd-udevd	3	socket:[4019]	0:8	4019	SOCK	srwxrwxrwx	-	-	-	0
537	537	systemd-udevd	4	socket:[4017]	0:8	4017	SOCK	srwxrwxrwx	-	-	-	0
537	537	systemd-udevd	5	socket:[12786]	0:8	12786	SOCK	srwxrwxrwx	-	-	-	0
537	537	systemd-udevd	6	socket:[12790]	0:8	12790	SOCK	srwxrwxrwx	-	-	-	0
537	537	systemd-udevd	7	socket:[12791]	0:8	12791	SOCK	srwxrwxrwx	-	-	-	0
537	537	systemd-udevd	8	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
537	537	systemd-udevd	9	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
537	537	systemd-udevd	10	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
537	537	systemd-udevd	11	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
537	537	systemd-udevd	12	/usr/lib/udev/hwdb.bin	252:0	1351507	REG	-r--r--r--	2025-11-18 12:58:20.998389 UTC	2025-11-18 12:58:20.981390 UTC	2025-11-19 17:01:01.710012 UTC	12303515
537	537	systemd-udevd	13	/sys/fs/cgroup/system.slice/systemd-udevd.service/memory.pressure	0:28	1345	REG	-rw-r--r--	2025-11-19 17:01:01.653012 UTC	2025-11-19 17:01:01.653012 UTC	2025-11-19 17:01:01.653012 UTC	0
537	537	systemd-udevd	15	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
666	666	systemd-network	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
666	666	systemd-network	1	socket:[13581]	0:8	13581	SOCK	srwxrwxrwx	-	-	-	0
666	666	systemd-network	2	socket:[13581]	0:8	13581	SOCK	srwxrwxrwx	-	-	-	0
666	666	systemd-network	3	socket:[4015]	0:8	4015	SOCK	srwxrwxrwx	-	-	-	0
666	666	systemd-network	4	socket:[13613]	0:8	13613	SOCK	srwxrwxrwx	-	-	-	0
666	666	systemd-network	5	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
666	666	systemd-network	6	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
666	666	systemd-network	7	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
666	666	systemd-network	8	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
666	666	systemd-network	9	/sys/fs/cgroup/system.slice/systemd-networkd.service/memory.pressure	0:28	1867	REG	-rw-r--r--	2025-11-19 17:01:03.148012 UTC	2025-11-19 17:01:03.148488 UTC	2025-11-19 17:01:03.148488 UTC	0
666	666	systemd-network	10	socket:[13618]	0:8	13618	SOCK	srwxrwxrwx	-	-	-	0
666	666	systemd-network	11	socket:[13789]	0:8	13789	SOCK	srwxrwxrwx	-	-	-	0
666	666	systemd-network	12	socket:[13752]	0:8	13752	SOCK	srwxrwxrwx	-	-	-	0
666	666	systemd-network	13	socket:[13753]	0:8	13753	SOCK	srwxrwxrwx	-	-	-	0
666	666	systemd-network	14	socket:[13754]	0:8	13754	SOCK	srwxrwxrwx	-	-	-	0
666	666	systemd-network	15	socket:[13755]	0:8	13755	SOCK	srwxrwxrwx	-	-	-	0
666	666	systemd-network	16	socket:[13756]	0:8	13756	SOCK	srwxrwxrwx	-	-	-	0
666	666	systemd-network	17	socket:[13762]	0:8	13762	SOCK	srwxrwxrwx	-	-	-	0
666	666	systemd-network	18	socket:[13776]	0:8	13776	SOCK	srwxrwxrwx	-	-	-	0
666	666	systemd-network	19	socket:[13805]	0:8	13805	SOCK	srwxrwxrwx	-	-	-	0
666	666	systemd-network	20	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
666	666	systemd-network	21	socket:[13783]	0:8	13783	SOCK	srwxrwxrwx	-	-	-	0
666	666	systemd-network	22	socket:[16308]	0:8	16308	SOCK	srwxrwxrwx	-	-	-	0
695	695	systemd-resolve	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
695	695	systemd-resolve	1	socket:[13091]	0:8	13091	SOCK	srwxrwxrwx	-	-	-	0
695	695	systemd-resolve	2	socket:[13091]	0:8	13091	SOCK	srwxrwxrwx	-	-	-	0
695	695	systemd-resolve	3	socket:[13203]	0:8	13203	SOCK	srwxrwxrwx	-	-	-	0
695	695	systemd-resolve	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
695	695	systemd-resolve	5	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
695	695	systemd-resolve	6	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
695	695	systemd-resolve	7	/proc/sys/kernel/hostname	0:39	13232	REG	-rw-r--r--	2025-11-19 17:01:03.590013 UTC	2025-11-19 17:01:03.590013 UTC	2025-11-19 17:01:03.590013 UTC	0
695	695	systemd-resolve	8	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
695	695	systemd-resolve	9	socket:[13248]	0:8	13248	SOCK	srwxrwxrwx	-	-	-	0
695	695	systemd-resolve	10	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
695	695	systemd-resolve	12	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
695	695	systemd-resolve	13	/sys/fs/cgroup/system.slice/systemd-resolved.service/memory.pressure	0:28	1909	REG	-rw-r--r--	2025-11-19 17:01:03.230012 UTC	2025-11-19 17:01:03.231770 UTC	2025-11-19 17:01:03.231770 UTC	0
695	695	systemd-resolve	14	socket:[13252]	0:8	13252	SOCK	srwxrwxrwx	-	-	-	0
695	695	systemd-resolve	15	socket:[13253]	0:8	13253	SOCK	srwxrwxrwx	-	-	-	0
695	695	systemd-resolve	16	socket:[13254]	0:8	13254	SOCK	srwxrwxrwx	-	-	-	0
695	695	systemd-resolve	17	socket:[13255]	0:8	13255	SOCK	srwxrwxrwx	-	-	-	0
695	695	systemd-resolve	18	socket:[13256]	0:8	13256	SOCK	srwxrwxrwx	-	-	-	0
695	695	systemd-resolve	19	socket:[13257]	0:8	13257	SOCK	srwxrwxrwx	-	-	-	0
695	695	systemd-resolve	20	socket:[15500]	0:8	15500	SOCK	srwxrwxrwx	-	-	-	0
695	695	systemd-resolve	21	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
703	703	systemd-timesyn	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
703	703	systemd-timesyn	1	socket:[10892]	0:8	10892	SOCK	srwxrwxrwx	-	-	-	0
703	703	systemd-timesyn	2	socket:[10892]	0:8	10892	SOCK	srwxrwxrwx	-	-	-	0
703	703	systemd-timesyn	3	socket:[10970]	0:8	10970	SOCK	srwxrwxrwx	-	-	-	0
703	703	systemd-timesyn	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
703	703	systemd-timesyn	5	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
703	703	systemd-timesyn	6	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
703	703	systemd-timesyn	7	/sys/fs/cgroup/system.slice/systemd-timesyncd.service/memory.pressure	0:28	1951	REG	-rw-r--r--	2025-11-19 17:01:03.230012 UTC	2025-11-19 17:01:03.232121 UTC	2025-11-19 17:01:03.232121 UTC	0
703	703	systemd-timesyn	8	socket:[10975]	0:8	10975	SOCK	srwxrwxrwx	-	-	-	0
703	703	systemd-timesyn	9	socket:[10976]	0:8	10976	SOCK	srwxrwxrwx	-	-	-	0
703	703	systemd-timesyn	10	socket:[10977]	0:8	10977	SOCK	srwxrwxrwx	-	-	-	0
703	703	systemd-timesyn	11	socket:[10978]	0:8	10978	SOCK	srwxrwxrwx	-	-	-	0
703	703	systemd-timesyn	12	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
703	703	systemd-timesyn	14	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
703	703	systemd-timesyn	15	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
703	703	systemd-timesyn	16	socket:[16395]	0:8	16395	SOCK	srwxrwxrwx	-	-	-	0
703	703	systemd-timesyn	17	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
703	741	sd-resolve	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
703	741	sd-resolve	1	socket:[10892]	0:8	10892	SOCK	srwxrwxrwx	-	-	-	0
703	741	sd-resolve	2	socket:[10892]	0:8	10892	SOCK	srwxrwxrwx	-	-	-	0
703	741	sd-resolve	3	socket:[10970]	0:8	10970	SOCK	srwxrwxrwx	-	-	-	0
703	741	sd-resolve	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
703	741	sd-resolve	5	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
703	741	sd-resolve	6	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
703	741	sd-resolve	7	/sys/fs/cgroup/system.slice/systemd-timesyncd.service/memory.pressure	0:28	1951	REG	-rw-r--r--	2025-11-19 17:01:03.230012 UTC	2025-11-19 17:01:03.232121 UTC	2025-11-19 17:01:03.232121 UTC	0
703	741	sd-resolve	8	socket:[10975]	0:8	10975	SOCK	srwxrwxrwx	-	-	-	0
703	741	sd-resolve	9	socket:[10976]	0:8	10976	SOCK	srwxrwxrwx	-	-	-	0
703	741	sd-resolve	10	socket:[10977]	0:8	10977	SOCK	srwxrwxrwx	-	-	-	0
703	741	sd-resolve	11	socket:[10978]	0:8	10978	SOCK	srwxrwxrwx	-	-	-	0
703	741	sd-resolve	12	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
703	741	sd-resolve	14	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
703	741	sd-resolve	15	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
703	741	sd-resolve	16	socket:[16395]	0:8	16395	SOCK	srwxrwxrwx	-	-	-	0
703	741	sd-resolve	17	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
777	777	VGAuthService	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
777	777	VGAuthService	1	socket:[13748]	0:8	13748	SOCK	srwxrwxrwx	-	-	-	0
777	777	VGAuthService	2	socket:[13748]	0:8	13748	SOCK	srwxrwxrwx	-	-	-	0
777	777	VGAuthService	3	socket:[13786]	0:8	13786	SOCK	srwxrwxrwx	-	-	-	0
777	777	VGAuthService	4	pipe:[13787]	0:14	13787	FIFO	prw-------	2025-11-19 17:01:04.041013 UTC	2025-11-19 17:01:04.041013 UTC	2025-11-19 17:01:04.041013 UTC	0
777	777	VGAuthService	5	pipe:[13787]	0:14	13787	FIFO	prw-------	2025-11-19 17:01:04.041013 UTC	2025-11-19 17:01:04.041013 UTC	2025-11-19 17:01:04.041013 UTC	0
777	777	VGAuthService	6	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
777	777	VGAuthService	7	socket:[14939]	0:8	14939	SOCK	srwxrwxrwx	-	-	-	0
784	784	vmtoolsd	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
784	784	vmtoolsd	1	socket:[14826]	0:8	14826	SOCK	srwxrwxrwx	-	-	-	0
784	784	vmtoolsd	2	socket:[14826]	0:8	14826	SOCK	srwxrwxrwx	-	-	-	0
784	784	vmtoolsd	3	/var/log/vmware-vmsvc-root.log	252:0	1442048	REG	-rw-------	2025-11-19 17:01:54.628830 UTC	2025-11-19 17:01:54.628830 UTC	2025-11-19 17:01:49.686017 UTC	3475
784	784	vmtoolsd	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
784	784	vmtoolsd	5	pipe:[13809]	0:14	13809	FIFO	prw-------	2025-11-19 17:01:49.686017 UTC	2025-11-19 17:01:49.686017 UTC	2025-11-19 17:01:49.686017 UTC	0
784	784	vmtoolsd	6	pipe:[13809]	0:14	13809	FIFO	prw-------	2025-11-19 17:01:49.686017 UTC	2025-11-19 17:01:49.686017 UTC	2025-11-19 17:01:49.686017 UTC	0
784	784	vmtoolsd	8	socket:[13916]	0:8	13916	SOCK	srwxrwxrwx	-	-	-	0
784	784	vmtoolsd	10	/dev/dri/renderD128	0:5	611	CHR	crw-rw----	2025-11-19 17:02:21.413832 UTC	2025-11-19 17:01:53.532830 UTC	2025-11-19 17:01:53.532830 UTC	0
784	849	pool-spawner	0	/dev/null	0:5	5	CHR	crw-rw-rw-	2025-11-19 17:40:47.286847 UTC	2025-11-19 17:01:53.198830 UTC	2025-11-19 17:01:53.198830 UTC	0
784	849	pool-spawner	1	socket:[14826]	0:8	14826	SOCK	srwxrwxrwx	-	-	-	0
784	849	pool-spawner	2	socket:[14826]	0:8	14826	SOCK	srwxrwxrwx	-	-	-	0
784	849	pool-spawner	3	/var/log/vmware-vmsvc-root.log	252:0	1442048	REG	-rw-------	2025-11-19 17:01:54.628830 UTC	2025-11-19 17:01:54.628830 UTC	2025-11-19 17:01:49.686017 UTC	3475
784	849	pool-spawner	4	anon_inode:[66]	0:15	66	-	?rw-------	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	2025-11-19 16:58:42.147000 UTC	0
784	849	pool-spawner	5	pipe:[13809]	0:14	13809	FIFO	prw-------	2025-11-19 17:01:49.686017 UTC	2025-11-19 17:01:49.686017 UTC	2025-11-19 17:01:49.686017 UTC	0
